match_id_hash,r_num_damage,r_num_damage_taken,r_damage,r_damage_taken,r_damage_net,d_num_damage,d_num_damage_taken,d_damage,d_damage_taken,d_damage_net
8f05fc864b113a2fba0b264a0f54944a,89,71,146401,32308,114093,102,89,169613,30707,138906
48c28a9f24e4dde4a894b548026c80a4,80,59,123918,31836,92082,82,66,155542,34172,121370
5fbfcb0c1d9aa835e9b7fe0348aabf05,117,82,168860,26030,142830,69,49,94106,22248,71858
65be1015c1042f6469137e037923544e,179,109,373632,66972,306660,140,110,347841,68737,279104
754608da7bebd9442a4dc73b79ced39a,110,86,236714,78258,158456,156,127,361806,69033,292773
788281d9ea30d91cce76af268215dea8,159,147,607004,116234,490770,175,114,711230,86898,624332
2921067b1b95196f6344155c642c6aa1,60,44,77064,19209,57855,86,63,97638,28418,69220
3b95a8de5a14296a3e2468e547bd1499,51,51,68281,25554,42727,71,59,78717,27350,51367
ee05e68fe2c5f4fbc9aa28f9146a3c8b,151,107,429003,98710,330293,228,162,534591,95616,438975
adb647714b20c99df3b569216f4c7ebb,75,51,131108,33364,97744,92,72,151363,43401,107962
b2aec27c3a1792efb7f58956bd6383ad,121,78,235631,55539,180092,169,125,441087,52174,388913
882eae577b2da69c0a71f75495d69ed9,117,88,321944,113274,208670,142,92,433775,105984,327791
ec17de1c0ce54dea9c5f345d4a1895a5,166,111,591631,118313,473318,172,120,509617,118167,391450
e7c4742afb5d62582e02f1287d82ca4a,46,35,54935,24189,30746,48,32,53299,16796,36503
2050ad8a2a669bbfe95cfbfa6e63e953,141,98,394754,80609,314145,165,134,474302,108779,365523
bd9c8defa63b5150b7cf8afa900fbbb0,124,97,199059,61513,137546,105,90,247047,53448,193599
d5b9eeb370ad99d1a1eb2c4aad68dec4,19,14,8161,3072,5089,20,13,5095,3663,1432
be86f00b72259d03629047d416b7c387,16,9,4060,1304,2756,14,13,2354,1916,438
4f00c504b27848278719daf9b8adbfde,153,110,495902,67947,427955,163,134,440523,103692,336831
6b7160d1d3322808ac1c48292dc9c3fd,38,27,21341,6886,14455,35,26,19696,8584,11112
fbb80eb8871d7021c73bd57abeaf2a79,1,1,65,51,14,2,1,89,65,24
f10cadd65071889d6e3f7b23c3a1e643,4,2,775,207,568,1,6,133,844,-711
ddb6bc99ba0d039751730b1c58284541,113,90,294370,69443,224927,161,137,425876,80600,345276
70b794e4d360d65f2afa848d33c9dd90,188,135,517998,90357,427641,140,108,419147,111430,307717
7e2bb0cbe77483f1931964ed9e7ca879,28,22,18504,7533,10971,29,31,19969,9741,10228
ff958b4ed1899f6e53384d0129f64626,90,75,133525,29139,104386,100,75,128271,34294,93977
6af4d7630041ab1010669849f169e6bd,60,47,86481,29604,56877,73,60,112017,22893,89124
b74924dd488856a9afa5c3974f4760ca,173,124,476240,83637,392603,122,87,292122,57577,234545
ac74cbd2c2631243b858b88727d49e25,60,52,80614,26629,53985,56,42,84966,22999,61967
fea2106d0a1a4488b32633fa35734715,62,50,69011,30488,38523,53,47,63964,24860,39104
b34d28775981af6eeb42688607ba562f,101,91,215505,54584,160921,132,114,274447,56730,217717
6d657d4925a7d5061bc57a775a68aa8a,120,91,209666,52962,156704,105,76,199981,47911,152070
ae588fc356ce88942f8290920a64e5f6,39,27,20885,5858,15027,40,35,26496,9035,17461
6a948437547ed9469758254d444f7322,93,80,249044,52022,197022,87,68,194871,47142,147729
98083f3ba62635c9e1b79a2899bcf4c1,166,141,678033,125251,552782,154,117,559490,104900,454590
bc081fcfe55e9de69c150106a275834a,61,53,93098,27668,65430,55,47,74110,25713,48397
db9e45e279511a14c1b393798d20834e,138,100,422137,98539,323598,180,128,596054,128644,467410
d97103a3bb9d2b000500f64974195daf,62,48,81658,12809,68849,51,44,70101,22851,47250
379e609c18eac81b43a64b8a69135774,124,99,327651,63731,263920,107,85,225169,53782,171387
c0c7a72566798ac5744c582179f1c9da,72,57,153706,29095,124611,104,87,142638,46228,96410
8ba786299efeba2b17c2a772aceaa3de,29,22,14754,4482,10272,24,19,14365,4710,9655
46481256f603488b280a154b588deed0,142,94,333357,48752,284605,123,87,258207,69863,188344
c1aabbdfa2be41f3c538bffa21cd460d,164,101,447900,112025,335875,114,91,396016,109518,286498
a117e44030699a9cc05a1dee13be6e75,20,17,5385,2534,2851,22,16,4137,1127,3010
68a72cd009bdeb4b943743c82625ab1f,191,134,493665,120632,373033,135,97,297815,102461,195354
e970b3ce596590fcf7a070ff42e0e1bd,60,51,108910,67001,41909,103,73,209379,38051,171328
86af73098b2bb2b835d4fce7abcde9f9,26,28,15978,5682,10296,30,21,14688,4496,10192
47d0bbf475ca4f09f8adaa4efab4ca3a,87,71,120454,33316,87138,99,72,154202,30336,123866
6b018be268b4d66330de047987d2b82d,180,128,689104,128440,560664,237,152,991985,127101,864884
7f0de7cf30497cf3f9897a1b19765e1f,32,22,20232,8067,12165,27,26,19916,10699,9217
938f77a6c87f7c91524837a70d37f383,47,37,40320,19411,20909,41,32,42097,13354,28743
6bcb006a88aadf6428718561fd8ce8bf,54,41,57018,18285,38733,52,39,41443,17851,23592
a5c686d8cafcc92665d9c815dc1f9c72,224,165,712391,148652,563739,248,153,817016,135356,681660
b773a08dad5b63ed58069224b03b19e2,145,97,239900,56681,183219,166,113,283924,49091,234833
9350fd76078ec5b6406f729fc909af5b,29,22,10945,7671,3274,37,21,20509,5454,15055
63107d0efbae6d1702dc3fa359c8307a,148,105,362185,45211,316974,90,72,183720,61384,122336
bcebecd06d4bb81f61032357102d3b59,51,45,67364,17503,49861,51,33,47876,11788,36088
da5c15ca600941e83e733027147852da,35,23,19873,6879,12994,33,28,24015,9038,14977
03138ab516da493792444640d2da421b,29,17,10044,2376,7668,20,17,8893,2376,6517
0d14a0e1272db1fb8d584a820bd4b3d0,135,109,526131,85218,440913,109,99,283227,108957,174270
9fc8d3cd44c69d332173f8a5fcb2b910,63,51,99024,19230,79794,59,54,74237,28078,46159
c78ae11ae9865abc823bf61f847cb3d8,147,106,376439,117332,259107,166,120,456154,108322,347832
2a338cb7db5186508cebbe8a69785f06,23,10,4837,1027,3810,16,15,2818,1657,1161
7bb2a521580a6de807573b79a40b9e36,78,63,124592,24677,99915,51,40,84636,21174,63462
8dab82ef65a1741d21dc51d67c0c46b0,31,29,26271,11671,14600,38,31,30245,6156,24089
1c3a663ced6a662fcac362bff4ebe4b1,90,82,153161,38237,114924,74,56,120816,26343,94473
27e9dec90ec8e2c52bc79abd5c72f4dd,86,67,124208,32221,91987,61,50,58240,25259,32981
1edc611322101eb29c6426f87912c9fe,174,139,464227,66135,398092,74,59,177013,88048,88965
ef3154b383b77aa7f96301b9ed6189f0,14,8,2364,417,1947,14,11,1581,520,1061
f22ae371888c561478831dd82eab3dcf,156,119,437493,91019,346474,205,161,743613,88370,655243
2ef27dbfef8b0036cd6a6c12eee53f4c,29,25,12730,7117,5613,28,25,16003,5278,10725
94086087da461a4376d21ac63f5d57fa,80,63,132734,45645,87089,105,81,170520,45536,124984
8fec49f367685bfb108ad071d3a2864e,115,92,282538,70182,212356,139,112,459194,69705,389489
83ad639c0f912602b091eee7cf69fbd0,1,1,88,171,-83,1,1,171,88,83
58a7889950d4196bf292e19dd32cc65a,62,39,81537,27784,53753,53,40,61670,35399,26271
c1cf3ab6f78b28fbba46537b74216eb3,73,57,88159,30464,57695,112,87,207399,37906,169493
536ec481935cfd16e16446416a46f05c,65,53,92768,25611,67157,69,65,88262,27511,60751
6e7003445ff6014b556677722c4c4b35,174,130,538975,89858,449117,183,114,463031,107910,355121
5734c79a3296cfca3af6123a50038d7a,81,72,151754,29444,122310,80,70,143679,38114,105565
57c7d1de3bf7547c28d015a3af071b89,27,23,15094,4664,10430,24,19,11978,5327,6651
217686724ace22780caf69919d6f84a8,149,116,294700,49421,245279,95,80,184831,56284,128547
b57f74d059586f4e5fcabb5b32da837a,1,0,64,0,64,1,0,61,0,61
9e7edc37e1463a7be3153ef7fb5909cf,54,39,110889,30087,80802,86,73,155210,54035,101175
8700000cd10503a0d5d356d80eefff01,96,71,246795,64290,182505,91,79,211780,74968,136812
3ba6347594fbafd235adcf59424bfa44,22,17,7305,3690,3615,18,15,5151,2987,2164
b91d3362cda032112ac927267c7a065b,76,50,98780,30170,68610,58,38,76213,22890,53323
e07a364ab52840c62ba2d7a81c1d54da,49,38,83547,32199,51348,49,45,82791,26030,56761
d328063ed73c12226bff6d210bbf34f6,75,53,102490,27743,74747,75,58,120358,32868,87490
610eedb4cea07ac9de67000392caa37d,172,126,492093,129102,362991,184,134,602133,126003,476130
a9bfc5b29e81338dc7dbb37abb70f900,185,124,609180,87718,521462,173,142,526684,97087,429597
befc3def4025d0bf2609d52a0b3d3f28,104,76,182893,55992,126901,73,61,146828,56009,90819
820ade57c7eed0f8e17b086bdc49b023,96,79,283138,67000,216138,100,95,306514,94045,212469
642793cb9c9a7ff5895c51adcb53cf4a,90,76,167559,43909,123650,65,54,169575,37241,132334
0d94b5c9627dd9cafc6142bd260bc776,32,22,16633,7130,9503,29,23,14937,6526,8411
5e2fd764f1e9871a672842ffe3bdfaa8,111,93,202485,39019,163466,108,92,157131,47661,109470
9337efc9d49b5aa8b64eb0a3873ca3ab,61,49,70374,12588,57786,61,49,46935,18605,28330
8181fb8cad62d897062ba67fbab47e63,67,48,76972,35323,41649,81,59,128287,31110,97177
0f3512631f919792901d42e6d4c945c3,147,111,376793,89309,287484,127,104,328024,99153,228871
fc401daf221cca9ec6cc8677f159b4b9,17,13,5744,3533,2211,20,16,7239,1600,5639
fd52b9357d51ff875d4942358716f177,188,137,655150,98963,556187,202,172,821833,127713,694120
ba0921b558cd2f7fb36080faae882c99,58,48,71238,21391,49847,53,36,38838,20747,18091
366019177d57fa628f43e48bd96294af,84,57,140788,20710,120078,76,53,90117,22718,67399
f109c9d05a56963803c8382599de6347,163,116,454571,78606,375965,152,116,372155,86852,285303
05e51d5f892bd6e6a3d55e65a7b723be,94,73,157709,33833,123876,102,84,175791,40051,135740
52f5a4ca0f63e95b74b61b43c400bc3d,128,98,393775,88039,305736,122,105,368047,101778,266269
cbbdca76598bd8b03f09edb872ecedcb,124,92,277113,65202,211911,99,84,212475,89640,122835
c468a856176a5898fea6316b3b5d70a4,25,23,11801,3649,8152,28,23,15416,4799,10617
c90fa3ced8b3916b3146f144f625ef1a,51,50,62953,17145,45808,39,24,39962,11301,28661
688bc014ac9a6d9c7bad9ed85c1d374a,159,134,395079,84530,310549,126,108,318104,50444,267660
faedee122adb983440bb0023e42473e8,19,20,11212,5113,6099,21,18,12017,5680,6337
6b59b3847d2425f561d5bb42decb1069,58,38,61757,16300,45457,80,62,130354,20995,109359
45e5cdecd209afc5bb87bc03eeb5c9f1,92,73,142081,60887,81194,79,64,123884,55409,68475
09798d7889d6433b093bd143284d324b,20,16,3982,3233,749,25,18,6178,2750,3428
f2fb36f7beabd36396641e53e1555636,130,79,198433,46877,151556,103,85,216416,58261,158155
663d46cd739236495f61d53010c3993b,63,44,65003,26891,38112,92,57,119035,24425,94610
8d7c08a87b803223420234676b146f0a,36,30,36463,10431,26032,53,48,60827,17825,43002
e4fe052f0544009d5260a56dcc3d130e,51,41,53459,20952,32507,44,42,60839,19960,40879
e5482015215991925f2999b304dea671,46,39,82008,34232,47776,61,49,108799,32352,76447
a25d50a6a8f01a75d0a276331688fdb1,49,43,45834,23171,22663,56,39,53952,16454,37498
5f8c6697f83323ea4b2e468db09d2002,23,19,11381,3053,8328,20,19,8143,4008,4135
20581800fae401e1e80104ba334df7fa,74,57,88010,34700,53310,67,51,70253,21655,48598
6dd88eea2ba02fd83a73a1c66f3253b1,28,17,13222,5485,7737,25,22,15646,5738,9908
48968eac4c009c605f3fc4a8dabad0b3,76,56,104306,19705,84601,49,47,74154,19353,54801
b2756d7558936befee5d07fb065618a5,125,95,186959,88621,98338,167,94,296378,55411,240967
ad9ea6d1f0dd073925a283f0583c9a56,33,26,20067,5240,14827,32,26,11688,7290,4398
9f2ae78b3f3eded58c75513148c122ea,42,32,42760,11128,31632,34,26,25178,7664,17514
308562ba38132ed9d88facba872ca705,86,74,137820,45685,92135,85,75,123322,46187,77135
977356a9ac619967c3d042ec0316731a,6,6,915,1406,-491,5,5,1458,815,643
9cc4a837d79751d5c9e7561d700bf24f,131,111,277732,57663,220069,123,94,223046,36080,186966
d73dba7a120fd47b0b73118cb0d6c12c,20,11,3365,1695,1670,13,18,3212,2695,517
3e5f077dcc43510692f6baa1d9cf045a,176,124,537770,161730,376040,232,137,684007,116072,567935
bb676d17ceb193a2ee2f02797817a07d,42,32,30724,17372,13352,42,36,47267,16540,30727
34fd8c194c959847bf21b7a52aa6ce42,133,111,257460,58530,198930,125,99,291623,43747,247876
117b9d7d380e6b34ebc8e1818bcd42c4,60,43,119246,32235,87011,103,85,232548,41263,191285
589acea15a474debac3165efd5a7de9b,95,71,190768,44147,146621,122,86,178659,43030,135629
05091c0f9e3ce83b73fca1dca9613d3c,36,31,16510,7554,8956,34,25,18795,6349,12446
007210fd60988a98763036b4832835ac,74,56,82744,29057,53687,79,64,104315,26493,77822
053347794b37990d892bb45b8286db22,173,138,532737,128539,404198,179,136,491779,133423,358356
e4cac216a4cce0fcbea4e103d3f2c1f9,17,16,5206,2964,2242,22,13,6659,3251,3408
dd3352b1babd1b5b3b13f198fb77f1aa,28,20,22359,6600,15759,32,29,19009,9531,9478
522437ed04cadd16ad718d8d3a555a09,42,38,37974,13519,24455,34,33,31120,10455,20665
3b69e71c4e2c9936cc0362e64219df48,70,64,110956,33438,77518,48,32,71819,19563,52256
fa5861359af2a7412e9772b68836a011,68,49,95479,33925,61554,66,59,112482,46017,66465
0d50d6c00f369a07a40698f08d7f98fa,102,95,220633,54034,166599,111,89,219097,31481,187616
038ea06d9d4a301a4f3ae7618c19ead8,50,35,102923,27568,75355,44,39,69801,24839,44962
fb048b96442c4081541a69527ccf3f2b,167,139,431801,84235,347566,127,109,353863,78295,275568
3d8fa510ad6e1f2a18f24cffab75c85f,65,55,87177,26603,60574,68,60,78243,34104,44139
9526de2d661b997f79c5e78029d68c9f,81,66,104242,37643,66599,110,79,203160,37112,166048
1f22c526e29e10b3c75da64f73fe6149,148,117,408161,103736,304425,143,99,401193,77351,323842
674398cafc6d6fa1785a4171f9b1a7ea,128,96,338489,70402,268087,132,113,430399,77000,353399
ecb75a3c75a089d7d94b6e59d7deb719,164,114,508605,92402,416203,203,140,413557,94547,319010
40b359bb8145d4b025aa75a6f4fc1580,73,53,127518,33327,94191,99,75,210630,34026,176604
64c546dacebac065992bc5354b5a5ad1,6,3,938,410,528,14,8,1879,647,1232
35124c65d644ac7ab49096976acfddd4,12,4,2033,214,1819,12,9,1265,603,662
3d5eb3c9699704fb2234d834edfbb981,12,11,2134,740,1394,12,10,1358,1130,228
022a2790a77f45e34fefd0044fc9d3ed,68,60,94259,37870,56389,103,77,128376,37846,90530
54cd5ebc4c67556a9647e2fe11d39437,22,15,12850,4543,8307,28,21,14257,7217,7040
c59b8f99c162d317ba1758798fadb859,70,48,89838,20967,68871,70,49,85987,31859,54128
108f75bee594de5cb1756ae5d25bb7f6,171,125,465189,100408,364781,169,116,526144,86411,439733
781b4a83b1b12f06ff7f644b344aff31,70,53,126416,35690,90726,76,59,111066,39369,71697
9a1b5ccfd777be65b184e7ddce2d3a13,214,160,914817,130642,784175,191,150,803411,139205,664206
6e86eb1927e831c5a120f79a27383562,60,58,89594,25068,64526,58,39,75136,21332,53804
078befee046d1ac8855b2089fc2eb2f1,0,1,0,101,-101,1,0,101,0,101
da4a7c9a029c6878d6883d6cfbf10ff8,24,24,23543,13726,9817,32,23,27389,10963,16426
d7f86cac9519f52a52a92c5c3e23a526,64,46,91593,24793,66800,73,52,102930,23351,79579
7e56a617ca1236442f46b4b05bc31550,18,14,4230,2743,1487,16,16,5561,2716,2845
f3f8024d8cf7e34c9cd330735fde6dff,58,45,91951,24175,67776,69,51,95496,21709,73787
45126d4aa02743d1d737be5cfb9a4fb4,116,97,218088,41689,176399,68,60,116116,43222,72894
472eaa7dd76f48284d379351fc851a71,157,127,356301,108522,247779,157,110,465927,104286,361641
e6afe3b62dc8a6f9c5320f8c41e32bee,64,50,135438,21871,113567,68,60,111540,40996,70544
7d77f63af6c8ad61397d8ff4e0a1de78,42,26,51574,16874,34700,39,30,43821,20153,23668
76d2652f88960e6681fb6b772ab4e3fc,12,9,1699,631,1068,12,7,1376,951,425
4b823f15c48e5e97028118a0bcc95c85,47,40,82947,16635,66312,37,37,45762,25501,20261
830db87ca51536cd1ffd1c2ee395f116,39,33,27723,15913,11810,33,26,31168,11057,20111
770a8051dae436f88a01bc441f11f4a0,28,21,14230,3716,10514,33,30,14138,6099,8039
557739894d8f90ae6baef71ce757dadf,63,48,96775,42840,53935,75,54,134983,38297,96686
2ed23a0c9eec7f5bf6f8b7dcbed9a75a,48,36,79264,19360,59904,45,39,52372,29667,22705
1d43cd55172d4d7f56e660475c54c907,54,40,56655,17752,38903,55,50,47334,19320,28014
80e0cd25baf5aa09e625112a79cfa47f,75,53,130062,26501,103561,58,59,102118,44602,57516
9e508e642e03e7d91f71db0a2391bb4c,142,124,524321,123107,401214,161,123,511166,131314,379852
d6629122c258094e727b94e7b2823d7e,55,44,62187,30202,31985,40,40,72019,25863,46156
bb16fecfa6d2e6f7600ff8d76a44a902,60,46,76120,24879,51241,74,66,101771,30331,71440
8e1de092001f212731af061c345b8dad,29,25,11305,7249,4056,33,21,13829,4247,9582
a68e96ead25f49ee095575d016f35d43,61,42,68417,19135,49282,47,30,68806,16801,52005
a329cd39a2ab060b7b219302d27f8af7,54,51,75971,30772,45199,79,62,106866,26975,79891
2d6f45ebdcf8a17cf24c1b47556d03b5,44,27,41313,10647,30666,41,29,32510,13227,19283
d38dd22e7df85d6e244c5665a14c822a,56,53,83738,35386,48352,65,49,90277,36082,54195
fa2a95e9c79ac53f4aeec83ec1e1c42c,129,101,324315,65512,258803,112,79,255503,86703,168800
d5a3eeb6e52612344e4b1af2f0b02e61,0,0,0,0,0,0,0,0,0,0
a0c008031431271d566bcc93b22f1909,39,30,49116,15257,33859,33,24,26554,15442,11112
e9aeb4989b7a50e27e7bd39019234515,206,145,816275,189656,626619,221,143,643592,151804,491788
7533fc19c4566dedff41c4170770fb69,113,71,146240,25901,120339,71,51,98687,29633,69054
6d8ebb1c612180d50ebaeb08a76e7ba9,102,83,148449,54525,93924,101,67,218996,35316,183680
c2f77ba9d7a527ed7792756c7c541dcb,193,154,785363,133335,652028,141,122,446117,123840,322277
082029cde6727dba77d902a664b463e0,130,105,278187,52002,226185,124,74,251055,44776,206279
080021259daf1a5afeb589afd4d13df9,115,81,330360,111225,219135,106,79,341248,128098,213150
062b34249c8fc2eb40669f665b6eb683,41,28,53659,10846,42813,48,34,38667,18215,20452
b07b31091d713784260f1ebe3c9ebac2,125,96,211906,39369,172537,96,83,144950,53080,91870
18124863886205c39a36b127c41cd612,223,159,880617,135476,745141,216,163,822695,92812,729883
47d55e3b225bf5fe61ba56504bc5833f,161,108,406543,67488,339055,135,111,330961,81284,249677
a8e46983f58d167c366d938073c79580,95,81,119324,42917,76407,111,85,158694,40555,118139
954ab873eedda21e81ca446a04966371,145,119,354108,108494,245614,159,105,354753,89367,265386
0aecbcadb542aed48a0e2b7df4c8d930,128,105,331119,111474,219645,124,97,291502,85124,206378
603e4fb19c710d86d915b263d53147b6,144,107,513005,86957,426048,131,108,405183,109381,295802
6088ed7718799fb5498c373a856c1da2,33,25,38334,15832,22502,55,51,84189,19552,64637
3a71b0868597fe78d19bbc06fa2caa85,93,77,140612,30306,110306,76,60,111294,33812,77482
fdf78263938d1df7cfeb7992768b232f,161,103,385064,88057,297007,168,106,495910,85929,409981
89aff71ebe4026b1c49175d1a02f6c01,9,7,1218,1276,-58,8,8,1476,847,629
93aeb48772a0c6bc60c36695c21e33e4,116,83,241921,83887,158034,105,71,190381,66784,123597
278355f895152d0423ce648aa48a43f0,40,32,67718,22471,45247,50,48,82334,30383,51951
d4e2ae08d02b9c0a7fb70c24a7d8626f,56,38,93907,28508,65399,63,53,126122,32961,93161
49304bcf3fece98ba8544a267320d7a7,124,106,370956,54674,316282,117,96,207720,53985,153735
4b232848c9e8265fc40f849037efdac3,79,61,137046,27168,109878,90,82,99763,37642,62121
fbc02d88fae8e61c23a8a1759321b2c7,93,69,129573,29443,100130,82,70,111608,39608,72000
164ea1e7d33ab7122d09331c2058c21f,62,49,89579,30048,59531,77,58,176841,31215,145626
d2773e27b3cfe82ea08c50ce19df7286,34,29,18155,7944,10211,41,27,38581,7543,31038
11a72ecc26730c1ab222903939a4844c,26,19,13681,5474,8207,28,20,17977,4825,13152
e726f9b7948836ae7f233e5d13e729a7,71,65,186594,77208,109386,130,114,331940,45486,286454
3f175d405e98fe9b53d53ec621522ddd,134,108,352417,83095,269322,112,70,231393,79088,152305
fe98840698ad7a77c04c48aef8375d64,81,59,126664,31039,95625,81,69,104864,29524,75340
4d062afc271e948dd650efeebd278dac,123,101,211021,57347,153674,81,78,167357,52328,115029
17ee5d011a3cd142aac5997ef01b1408,44,35,23393,12631,10762,33,24,21948,9017,12931
3ebaea09611640f610d234fb52448268,27,20,10178,3769,6409,30,17,10248,3126,7122
8fb06e3a55446e03d43fd4944e04a624,156,132,533899,115449,418450,184,120,670312,77327,592985
d4d5c9c1b1274f9e4bb09094a66962d9,150,107,399606,69078,330528,148,116,371907,91117,280790
36e2389facd7669061f3d99dfdbe67c8,22,21,8321,4499,3822,27,22,11644,5064,6580
9caa3286d09c23181923229358ea0d51,24,14,7320,4200,3120,26,21,10887,3022,7865
4fd4b601fbbe1d6364bad59b47a37782,181,144,535600,128343,407257,157,103,421396,104422,316974
1df98ebc25ad097e56918691cbdce652,126,120,326122,47135,278987,112,84,197704,50306,147398
a15065cf166701fa287b9c5d10d07670,122,94,234581,100408,134173,163,118,412498,70869,341629
d719f58e4be8cacda10cf21581279ffd,172,125,548904,83757,465147,160,139,507748,124890,382858
ff9650957c2bc30942d946eae4b3698d,145,105,469105,75107,393998,216,168,620424,99479,520945
8ea361bc42f5c28624da5d627ff7e5db,136,95,450911,94258,356653,158,112,454631,94595,360036
a115574c01c2353501fab5c2e2045905,74,55,115157,48172,66985,78,53,137595,31487,106108
6a8dda4a3d8d2538dbb6aa81f394a03a,110,84,406889,131627,275262,183,125,547388,108167,439221
1d3fceac2e38a8c88cd9f580b51620c2,34,34,35123,9019,26104,39,29,27016,11670,15346
f0868784d1a0966a780718c15d26db18,33,28,36383,15619,20764,38,29,27688,15950,11738
5c0b7757dda5a21018997bde6d65c43e,147,117,404370,109332,295038,193,160,578609,111255,467354
a32ba7d099497c49653ea1939ce81261,25,23,21255,5801,15454,29,13,18539,5207,13332
fdbf9098d209263985e7ccbb9b40c761,48,44,53030,15593,37437,43,30,31549,8298,23251
c893eeaa85f3a6c6dfb16597e0086a29,116,107,300540,59132,241408,137,111,293987,52243,241744
e4b8ddf8f52d998c574ba0f91886ecc2,17,14,4837,2405,2432,19,16,3542,1850,1692
de2e339479cf8e5697aff693d190e411,210,141,779539,127164,652375,173,119,709297,123921,585376
402fa5904f6dffc45ea9a7dfb2cc47e7,41,34,43078,16993,26085,70,49,84507,24455,60052
f45508d8654a7393db66303c67fdfd9f,5,5,217,548,-331,5,4,548,213,335
43c2d9dc773998f16502b061390f10ec,171,119,567748,85246,482502,128,94,456666,96942,359724
b6cd8ea806c93b0c9be406a0da341827,72,55,132179,30068,102111,63,52,98098,31059,67039
58337746567d544d053cbfd38f9df29f,67,47,110598,28322,82276,59,52,68396,23829,44567
4d08270bb94fc0f507c0c394800ec4ee,155,112,341392,42369,299023,87,71,151689,59808,91881
cbb692bfb025aa14795965c14dc41672,30,25,24263,8221,16042,31,20,16018,9313,6705
a72a1deb792cb9eb36d106e180849570,14,7,1451,591,860,7,8,1542,878,664
2f29172471a90574d6444cb4f3d43285,184,128,566020,102654,463366,121,89,323999,126905,197094
5c36af67763441c2aef0a0869bfc2724,62,60,112077,50899,61178,57,46,92435,43807,48628
d581e63074ec59449930bc036bf2cdaa,53,44,49537,25613,23924,64,49,83413,22985,60428
768c79691eed66619f91ac9a2891826d,33,25,56444,12912,43532,33,27,48273,14099,34174
d84ebb0d078b4e4c35fd765f76f98fbc,170,132,489321,95675,393646,138,97,395141,94998,300143
adb56220ae8277e98a37dc9ae1ad1094,35,28,26964,8387,18577,30,25,21539,10979,10560
8132a0eb1708c92926fcb509fd88a33f,13,10,1799,1037,762,11,12,1742,1055,687
179d83bc1c01725100957918d4ecf81c,2,2,90,140,-50,3,2,216,45,171
0e2cd1416249418511c346b57d3723ed,26,20,8496,4696,3800,22,20,7286,4370,2916
55871e5da3d1592e22af639fd7a4de40,51,41,58572,26430,32142,87,71,162828,33980,128848
8e805bc3d548f76f1acfb275f04d79dc,132,108,441474,154273,287201,126,104,500124,157643,342481
c4d255d8a69ae0c349f3179a72c98c4f,83,76,114287,36373,77914,75,68,111659,32746,78913
c4696e6113cde61d399ed572453343c5,106,86,260458,70118,190340,90,69,189043,48810,140233
404f50512fb931fab702d869933801bf,113,57,226114,47401,178713,129,90,273211,55251,217960
a3237c05dfce1d8d07f3cc38c47d6330,48,35,37808,13242,24566,34,28,35660,10593,25067
6a91db8a46b5b1ae1aaafc8c35113ead,122,107,263011,70462,192549,100,83,209716,45660,164056
bae813d3dd6954fd6f245ecfc360d20a,64,45,89401,16227,73174,63,47,105792,27236,78556
e756fd167758650b340f40edb4fae9df,181,133,797233,101104,696129,134,94,448610,151569,297041
e8f20053274a7d140df64974e1bbeb28,55,38,67987,22088,45899,45,40,65705,30088,35617
906a5266fd265b96422d6f1702281f04,19,11,4533,2223,2310,17,12,3992,2724,1268
e7b7b6423150efecaef16a283c56db68,155,121,396153,74817,321336,144,106,314390,67119,247271
d4ea5387e09d303ac7f111096e632474,74,54,95877,22350,73527,67,57,79327,24065,55262
0a8eb9a3518ecc505bab491eb17c9247,84,69,115995,32583,83412,115,100,169599,49724,119875
17c20d8a2f1d4c128fded410f6d4c1d9,145,106,381527,75768,305759,141,108,353275,69922,283353
a7ff0f151c4eee43b028c7ac5870a1c8,33,29,47555,18188,29367,53,49,52881,25356,27525
9f0868f706d3da9396a49d44fae781b1,109,82,272896,85561,187335,148,94,342355,62711,279644
1b07dfed14a5487dcfbb16c20c8bba5a,61,48,88304,15345,72959,41,32,39691,15279,24412
b3176d04c58dab954bae0491dd1b6704,185,121,429355,78347,351008,124,102,350442,80400,270042
fb14b5a7dc73d98de474de680db318ac,41,35,54356,15991,38365,72,57,76730,15560,61170
3e501821cab4392a0ce4837432bb6d79,20,16,6099,3386,2713,16,18,6362,3305,3057
cc23eee4a954af137ab679cc87879b5d,68,49,95016,35650,59366,68,56,116818,42444,74374
db261711bd14a1fdaaea05a0dffd65a4,121,102,246451,62924,183527,128,88,270647,62175,208472
2ffdb2587e6b86758d89907169288937,145,138,415248,108332,306916,154,130,503050,78488,424562
d9c3ba13846eb0b45c6af51dafbea2b7,129,92,257487,30685,226802,101,86,153223,48172,105051
dc913468c68e1ad826fc9ff1f690908e,153,111,461301,85483,375818,152,99,355463,80858,274605
4827f0734959a0f79b2b75487657b6e5,145,111,350035,61664,288371,182,127,477893,64680,413213
1533f429519930a5f432ae37a67faa36,18,18,8399,4243,4156,23,18,11979,5288,6691
a6206e3321aaa5299f30748d74556ed1,4,7,767,560,207,8,5,705,121,584
8867751cb6f2215786cca1dc034d5600,162,118,443476,56997,386479,141,101,361726,86065,275661
9b6c05b60f86d46c2565f484e855cfd9,53,36,64012,18216,45796,89,66,120005,23723,96282
1c92a5e7680befce9518b941fc22154f,35,36,36247,11451,24796,37,30,22668,15402,7266
b2cf457c03449607545755a42cb6abaa,47,33,23044,14468,8576,50,33,27137,10391,16746
